area,ID,latitude,longitude,PSR_ID,perimeter
9.288,2641,-77.592,263.007,SP_775920_2630070,14.880
30.931,2624,-78.403,263.151,SP_784030_2631510,25.920
8.266,2629,-77.048,96.423,SP_770480_0964230,13.200
19.742,2609,-77.596,95.529,SP_775960_0955290,34.080
5.818,2613,-81.142,98.324,SP_811420_0983240,11.040
2.059,2571,-79.043,94.265,SP_790430_0942650,7.200
1.339,2572,-80.986,264.822,SP_809860_2648220,5.280
4.637,2568,-80.068,94.315,SP_800680_0943150,11.520
3.024,2570,-79.871,265.576,SP_798710_2655760,9.120
1.051,2562,-75.033,267.279,SP_750330_2672790,5.040
1.109,2566,-77.451,266.714,SP_774510_2667140,8.400
15.610,2557,-76.659,267.456,SP_766590_2674560,20.880
10.195,2558,-77.832,266.959,SP_778320_2669590,16.560
3.701,2585,-79.183,264.972,SP_791830_2649720,9.360
8.006,2586,-79.650,265.000,SP_796500_2650000,15.120
1.008,2580,-79.828,95.244,SP_798280_0952440,4.800
3.269,2584,-80.207,264.518,SP_802070_2645180,8.880
1.843,2578,-77.538,265.857,SP_775380_2658570,6.960
1.642,2579,-79.361,265.058,SP_793610_2650580,6.960
130.709,2573,-78.254,266.747,SP_782540_2667470,61.200
4.046,2575,-78.537,94.152,SP_785370_0941520,9.840
1.253,2715,-80.169,256.736,SP_801690_2567360,5.520
1.973,2717,-79.241,257.895,SP_792410_2578950,6.240
1.685,2713,-77.531,259.676,SP_775310_2596760,6.720
1.973,2714,-78.990,258.241,SP_789900_2582410,7.920
1.195,2707,-74.855,261.653,SP_748550_2616530,5.040
6.235,2709,-76.786,99.658,SP_767860_0996580,11.760
1.123,2702,-80.698,103.524,SP_806980_1035240,5.520
1.066,2704,-81.241,255.499,SP_812410_2554990,5.760
1.930,2737,-79.465,255.763,SP_794650_2557630,6.240
40.147,2740,-78.185,257.572,SP_781850_2575720,31.680
3.413,2728,-80.490,255.182,SP_804900_2551820,8.640
1.008,2731,-80.239,255.292,SP_802390_2552920,4.800
6.178,2725,-78.108,258.655,SP_781080_2586550,14.160
12.960,2726,-82.093,252.510,SP_820930_2525100,16.800
3.010,2719,-77.609,259.376,SP_776090_2593760,9.840
2.779,2724,-77.991,101.253,SP_779910_1012530,8.160
3.715,2660,-79.512,260.718,SP_795120_2607180,9.120
2.131,2665,-78.953,260.808,SP_789530_2608080,6.720
1.627,2658,-78.759,261.425,SP_787590_2614250,6.960
3.528,2659,-80.652,100.283,SP_806520_1002830,10.080
2.045,2651,-80.009,260.514,SP_800090_2605140,6.960
4.349,2655,-76.821,262.835,SP_768210_2628350,9.840
2.779,2646,-79.585,261.139,SP_795850_2611390,10.080
1.066,2650,-82.222,257.882,SP_822220_2578820,5.760
2.434,2691,-80.553,257.461,SP_805530_2574610,7.920
1.022,2699,-77.354,260.090,SP_773540_2600900,6.000
29.102,2685,-77.857,260.722,SP_778570_2607220,24.960
3.355,2688,-80.327,257.900,SP_803270_2579000,8.400
24.091,2676,-81.162,102.045,SP_811620_1020450,23.280
6.552,2682,-78.797,99.894,SP_787970_0998940,15.120
7.200,2669,-77.232,262.037,SP_772320_2620370,12.960
1.109,2671,-78.290,98.886,SP_782900_0988860,4.800
14.184,2824,-75.733,105.111,SP_757330_1051110,29.280
1.109,2826,-78.528,109.341,SP_785280_1093410,6.240
1.598,2811,-75.647,104.774,SP_756470_1047740,8.400
1.541,2822,-75.032,255.347,SP_750320_2553470,5.760
2.822,2803,-74.610,256.597,SP_746100_2565970,7.680
2.261,2808,-79.099,250.646,SP_790990_2506460,9.360
18.058,2798,-77.119,105.634,SP_771190_1056340,19.680
1.800,2802,-81.417,245.585,SP_814170_2455850,7.680
7.574,2849,-78.642,110.872,SP_786420_1108720,18.000
1.267,2850,-80.653,116.094,SP_806530_1160940,7.440
1.440,2844,-75.219,254.104,SP_752190_2541040,6.000
2.261,2846,-78.558,110.746,SP_785580_1107460,8.400
6.509,2836,-78.485,109.945,SP_784850_1099450,15.360
1.728,2841,-75.794,106.337,SP_757940_1063370,10.320
6.754,2832,-78.061,109.130,SP_780610_1091300,12.240
1.267,2835,-76.256,253.298,SP_762560_2532980,5.280
2.419,2757,-78.923,255.158,SP_789230_2551580,7.920
5.486,2760,-77.805,256.476,SP_778050_2564760,11.280
3.168,2754,-76.685,257.906,SP_766850_2579060,8.640
3.802,2755,-77.120,257.380,SP_771200_2573800,9.840
3.110,2747,-79.865,254.499,SP_798650_2544990,8.160
1.440,2750,-77.056,257.667,SP_770560_2576670,6.720
1.008,2745,-78.795,255.962,SP_787950_2559620,4.560
2.434,2746,-76.916,258.013,SP_769160_2580130,7.200
3.528,2795,-75.584,256.177,SP_755840_2561770,8.640
1.253,2797,-77.896,106.761,SP_778960_1067610,5.040
1.080,2787,-78.660,253.164,SP_786600_2531640,5.760
1.843,2790,-79.001,252.126,SP_790010_2521260,13.200
1.454,2774,-79.058,253.656,SP_790580_2536560,7.200
6.538,2784,-77.380,255.234,SP_773800_2552340,12.240
3.600,2765,-80.909,108.878,SP_809090_1088780,17.760
6.106,2770,-78.974,254.036,SP_789740_2540360,20.400
2.923,2035,-74.872,76.129,SP_748720_0761290,8.400
3.168,2040,-78.541,288.301,SP_785410_2883010,8.400
11.621,2031,-79.870,291.381,SP_798700_2913810,16.560
3.168,2034,-76.497,285.569,SP_764970_2855690,10.080
3.326,2023,-79.070,289.859,SP_790700_2898590,8.640
24.005,2026,-79.264,69.723,SP_792640_0697230,27.840
1.411,2011,-80.228,67.107,SP_802280_0671070,6.480
1.771,2018,-81.613,296.617,SP_816130_2966170,6.480
1.181,2064,-81.468,66.812,SP_814680_0668120,5.520
3.110,2066,-78.123,73.677,SP_781230_0736770,8.160
1.138,2061,-81.144,67.553,SP_811440_0675530,5.280
5.069,2063,-80.298,290.200,SP_802980_2902000,10.800
1.483,2047,-81.292,293.793,SP_812920_2937930,6.000
3.456,2050,-79.496,289.313,SP_794960_2893130,9.120
2.045,2041,-78.900,288.869,SP_789000_2888690,6.240
1.282,2042,-78.137,72.474,SP_781370_0724740,6.720
1.066,1977,-76.777,288.049,SP_767770_2880490,5.280
1.166,1978,-78.456,69.278,SP_784560_0692780,5.040
1.166,1974,-80.335,295.248,SP_803350_2952480,5.280
2.405,1976,-76.061,287.064,SP_760610_2870640,7.920
1.714,1960,-77.222,289.165,SP_772220_2891650,6.480
3.758,1963,-76.203,287.653,SP_762030_2876530,9.600
9.994,1952,-78.702,67.776,SP_787020_0677760,16.320
3.917,1954,-75.743,72.722,SP_757430_0727220,9.120
2.606,2007,-80.387,66.676,SP_803870_0666760,7.920
1.152,2008,-79.551,68.786,SP_795510_0687860,6.000
1.901,2001,-79.060,290.710,SP_790600_2907100,7.200
21.730,2002,-79.437,68.289,SP_794370_0682890,22.560
83.362,1988,-74.795,74.056,SP_747950_0740560,50.160
36.029,1994,-75.355,285.851,SP_753550_2858510,28.560
6.480,1979,-77.964,290.038,SP_779640_2900380,18.000
2.419,1985,-75.829,73.380,SP_758290_0733800,7.440
3.326,2155,-79.174,75.659,SP_791740_0756590,8.160
1.354,2160,-81.700,288.444,SP_817000_2884440,5.520
3.240,2147,-75.744,78.994,SP_757440_0789940,8.400
1.613,2154,-79.752,285.258,SP_797520_2852580,7.680
1.181,2141,-78.565,283.892,SP_785650_2838920,7.200
1.267,2142,-79.099,75.473,SP_790990_0754730,5.760
4.046,2129,-81.026,288.354,SP_810260_2883540,9.360
15.235,2130,-81.590,290.318,SP_815900_2903180,29.280
2.923,2210,-77.112,80.562,SP_771120_0805620,9.120
3.197,2221,-79.311,281.033,SP_793110_2810330,8.880
2.304,2180,-78.810,77.568,SP_788100_0775680,9.120
1.267,2187,-76.686,280.130,SP_766860_2801300,5.040
1.152,2172,-75.973,280.179,SP_759730_2801790,5.040
3.341,2174,-77.048,280.989,SP_770480_2809890,8.160
3.298,2161,-80.306,285.640,SP_803060_2856400,8.640
2.088,2165,-79.214,76.090,SP_792140_0760900,10.320
13.334,2093,-76.391,283.469,SP_763910_2834690,16.800
4.262,2095,-77.912,284.958,SP_779120_2849580,11.040
1.195,2089,-79.233,287.208,SP_792330_2872080,7.200
4.234,2091,-79.953,288.348,SP_799530_2883480,10.320
2.995,2083,-81.050,291.523,SP_810500_2915230,10.080
1.454,2086,-75.397,282.654,SP_753970_2826540,6.000
1.037,2074,-77.847,74.249,SP_778470_0742490,4.800
2.678,2079,-81.193,292.196,SP_811930_2921960,11.760
1.786,2120,-79.004,285.501,SP_790040_2855010,6.000
2.189,2124,-81.143,289.010,SP_811430_2890100,9.360
2.808,2107,-76.022,282.519,SP_760220_2825190,7.680
1.138,2119,-79.773,73.183,SP_797730_0731830,4.800
1.282,2099,-75.010,281.906,SP_750100_2819060,5.280
1.138,2106,-80.210,71.824,SP_802100_0718240,4.800
2.390,2096,-79.013,286.545,SP_790130_2865450,7.920
3.110,2097,-80.867,290.054,SP_808670_2900540,12.000
2.851,2323,-77.534,276.063,SP_775340_2760630,8.400
1.526,2326,-77.229,84.200,SP_772290_0842000,5.760
1.138,2317,-78.617,276.836,SP_786170_2768360,4.800
11.462,2320,-79.693,82.421,SP_796930_0824210,15.840
5.933,2308,-77.542,276.764,SP_775420_2767640,20.160
12.254,2309,-77.037,276.462,SP_770370_2764620,19.440
1.152,2299,-77.358,276.527,SP_773580_2765270,5.040
7.805,2305,-81.133,279.374,SP_811330_2793740,12.960
2.765,2363,-80.485,84.317,SP_804850_0843170,11.040
8.568,2364,-77.863,274.666,SP_778630_2746660,29.280
42.422,2358,-77.038,275.069,SP_770380_2750690,64.800
1.138,2360,-78.183,274.799,SP_781830_2747990,5.040
2.146,2346,-78.004,275.265,SP_780040_2752650,11.520
1.224,2356,-77.269,274.578,SP_772690_2745780,5.040
137.750,2329,-76.323,83.871,SP_763230_0838710,56.640
17.107,2343,-80.942,82.619,SP_809420_0826190,23.040
1.440,2238,-76.783,278.357,SP_767830_2783570,7.200
5.141,2242,-78.366,279.486,SP_783660_2794860,12.480
8.165,2231,-80.510,282.125,SP_805100_2821250,13.680
23.731,2234,-80.830,282.524,SP_808300_2825240,22.560
1.598,2228,-75.737,278.044,SP_757370_2780440,6.240
26.078,2230,-77.171,279.234,SP_771710_2792340,27.120
10.786,2226,-78.210,280.015,SP_782100_2800150,16.320
1.339,2227,-75.627,278.046,SP_756270_2780460,5.760
1.973,2289,-79.277,81.749,SP_792770_0817490,6.960
4.320,2297,-77.306,276.794,SP_773060_2767940,18.240
1.238,2277,-81.597,280.947,SP_815970_2809470,5.040
3.283,2287,-79.388,278.398,SP_793880_2783980,8.880
1.382,2259,-75.481,276.882,SP_754810_2768820,6.720
1.037,2260,-78.724,278.886,SP_787240_2788860,4.800
1.512,2250,-82.232,76.402,SP_822320_0764020,6.720
1.858,2253,-77.666,278.508,SP_776660_2785080,6.720
1.627,2434,-78.800,87.929,SP_788000_0879290,6.000
2.722,2438,-77.996,271.829,SP_779960_2718290,8.160
1.094,2429,-82.023,86.974,SP_820230_0869740,4.800
1.066,2433,-77.480,271.879,SP_774800_2718790,6.720
1.008,2427,-78.478,272.132,SP_784780_2721320,4.800
300.240,2428,-80.688,85.763,SP_806880_0857630,84.000
1.555,2425,-76.653,271.879,SP_766530_2718790,6.000
1.094,2426,-81.573,272.907,SP_815730_2729070,4.800
1.339,2456,-77.411,271.111,SP_774110_2711110,7.200
1.325,2466,-81.326,271.208,SP_813260_2712080,5.520
7.301,2453,-80.267,271.668,SP_802670_2716680,12.960
4.061,2455,-79.476,271.459,SP_794760_2714590,12.240
16.646,2447,-79.925,272.239,SP_799250_2722390,30.240
1.339,2452,-77.816,271.368,SP_778160_2713680,8.400
2.318,2441,-80.732,272.282,SP_807320_2722820,6.960
2.650,2445,-77.425,271.622,SP_774250_2716220,11.760
1.037,2392,-79.174,273.782,SP_791740_2737820,4.560
1.267,2393,-80.164,274.201,SP_801640_2742010,5.040
1.094,2388,-81.470,275.125,SP_814700_2751250,4.800
1.282,2391,-81.981,84.796,SP_819810_0847960,6.240
7.546,2380,-79.225,85.564,SP_792250_0855640,12.240
1.138,2383,-77.955,273.768,SP_779550_2737680,5.280
2.779,2366,-82.413,276.911,SP_824130_2769110,7.680
2.246,2377,-80.775,275.227,SP_807750_2752270,7.200
1.685,2420,-77.270,272.331,SP_772700_2723310,7.200
1.454,2421,-78.933,87.554,SP_789330_0875540,5.760
14.040,2417,-77.472,272.573,SP_774720_2725730,21.600
5.875,2418,-78.713,87.293,SP_787130_0872930,12.240
2.779,2408,-79.792,273.349,SP_797920_2733490,11.520
4.104,2412,-77.755,87.383,SP_777550_0873830,9.840
1.512,2400,-80.208,86.028,SP_802080_0860280,5.520
8.122,2406,-78.247,272.856,SP_782470_2728560,13.200
1.584,1667,-77.127,57.757,SP_771270_0577570,9.600
1.786,1668,-76.642,59.001,SP_766420_0590010,9.600
73.541,1657,-76.695,57.533,SP_766950_0575330,69.120
5.069,1659,-76.730,301.517,SP_767300_3015170,11.040
4.262,1643,-76.818,302.100,SP_768180_3021000,15.120
1.685,1647,-79.449,311.249,SP_794490_3112490,5.760
1.037,1641,-77.958,305.531,SP_779580_3055310,4.800
7.315,1642,-76.897,57.603,SP_768970_0576030,18.240
3.672,1712,-76.851,60.040,SP_768510_0600400,12.240
25.488,1713,-76.563,299.578,SP_765630_2995780,42.960
6.768,1691,-76.930,58.879,SP_769300_0588790,17.040
1.742,1711,-76.929,59.859,SP_769290_0598590,6.720
1.541,1678,-77.003,58.385,SP_770030_0583850,6.720
29.390,1690,-74.548,296.046,SP_745480_2960460,25.680
1.339,1670,-79.336,310.049,SP_793360_3100490,5.760
4.709,1676,-75.666,298.355,SP_756660_2983550,10.320
3.182,1612,-78.685,309.982,SP_786850_3099820,9.120
1.051,1616,-78.487,309.021,SP_784870_3090210,5.040
2.520,1601,-73.380,296.135,SP_733800_2961350,7.920
1.296,1603,-77.101,55.522,SP_771010_0555220,6.240
3.542,1598,-76.430,302.999,SP_764300_3029990,19.680
13.018,1600,-74.394,298.147,SP_743940_2981470,17.760
1.123,1592,-76.482,303.446,SP_764820_3034460,7.440
1.786,1597,-75.607,300.842,SP_756070_3008420,6.480
2.779,1639,-79.255,310.830,SP_792550_3108300,7.920
1.152,1640,-77.129,57.052,SP_771290_0570520,5.280
1.267,1633,-75.107,61.757,SP_751070_0617570,6.240
2.131,1637,-77.697,55.118,SP_776970_0551180,6.960
21.082,1628,-76.519,301.982,SP_765190_3019820,28.080
1.757,1631,-78.848,50.619,SP_788480_0506190,6.240
24.264,1619,-74.212,297.256,SP_742120_2972560,24.720
1.094,1625,-74.030,296.362,SP_740300_2963620,5.280
1.037,1782,-79.942,53.939,SP_799420_0539390,4.800
1.051,1783,-77.074,62.819,SP_770740_0628190,5.760
1.570,1779,-74.772,66.913,SP_747720_0669130,11.040
1.354,1780,-75.191,66.361,SP_751910_0663610,5.280
1.296,1772,-74.766,66.578,SP_747660_0665780,5.760
5.357,1777,-76.990,62.532,SP_769900_0625320,10.800
4.910,1767,-77.187,298.466,SP_771870_2984660,12.000
2.362,1771,-76.651,62.970,SP_766510_0629700,7.680
3.154,1800,-78.517,300.332,SP_785170_3003320,8.880
17.467,1801,-74.828,67.785,SP_748280_0677850,19.200
1.426,1796,-78.404,300.136,SP_784040_3001360,5.760
3.096,1797,-76.962,296.391,SP_769620_2963910,9.600
1.267,1790,-77.281,297.453,SP_772810_2974530,5.280
1.224,1791,-76.867,63.455,SP_768670_0634550,5.760
1.411,1784,-77.004,62.897,SP_770040_0628970,9.120
1.584,1787,-78.604,58.838,SP_786040_0588380,6.000
2.678,1733,-74.191,293.889,SP_741910_2938890,8.400
35.813,1737,-78.713,304.700,SP_787130_3047000,35.520
2.045,1728,-76.626,61.256,SP_766260_0612560,9.360
19.541,1731,-76.645,298.893,SP_766450_2988930,26.400
3.859,1719,-74.265,294.241,SP_742650_2942410,8.880
2.016,1720,-75.887,297.281,SP_758870_2972810,7.200
2.621,1714,-74.413,294.590,SP_744130_2945900,8.640
2.750,1718,-76.538,61.261,SP_765380_0612610,12.240
1.440,1761,-79.027,55.826,SP_790270_0558260,6.240
8.323,1764,-76.479,62.900,SP_764790_0629000,20.160
1.958,1756,-76.680,62.345,SP_766800_0623450,6.960
1.786,1760,-80.103,308.467,SP_801030_3084670,6.240
1.152,1750,-76.970,61.253,SP_769700_0612530,9.600
1.094,1752,-77.069,61.216,SP_770690_0612160,5.040
5.386,1740,-76.968,61.026,SP_769680_0610260,12.720
8.064,1741,-76.590,297.980,SP_765900_2979800,15.120
1.512,1862,-78.458,63.392,SP_784580_0633920,6.000
2.088,1865,-75.211,69.784,SP_752110_0697840,7.200
1.224,1854,-78.941,298.168,SP_789410_2981680,5.280
1.656,1860,-75.534,69.043,SP_755340_0690430,5.760
1.339,1846,-77.878,64.289,SP_778780_0642890,5.520
1.066,1851,-75.916,291.747,SP_759160_2917470,5.040
2.246,1841,-76.109,292.476,SP_761090_2924760,6.720
2.621,1845,-75.226,69.114,SP_752260_0691140,9.120
10.685,1879,-76.580,292.071,SP_765800_2920710,17.040
2.549,1882,-78.984,297.003,SP_789840_2970030,7.680
1.094,1877,-80.166,301.005,SP_801660_3010050,5.520
7.920,1878,-74.929,70.348,SP_749290_0703480,13.200
1.123,1873,-75.512,290.504,SP_755120_2905040,5.280
8.885,1874,-75.083,70.067,SP_750830_0700670,21.360
2.621,1868,-74.229,71.159,SP_742290_0711590,7.200
11.045,1869,-78.738,297.083,SP_787380_2970830,15.360
1.771,1820,-78.214,297.844,SP_782140_2978440,7.200
1.598,1821,-75.255,68.229,SP_752550_0682290,5.520
6.178,1816,-74.786,68.567,SP_747860_0685670,13.200
1.094,1818,-75.513,67.574,SP_755130_0675740,7.440
2.318,1811,-75.027,68.027,SP_750270_0680270,8.160
1.498,1814,-75.998,293.558,SP_759980_2935580,9.600
1.037,1807,-77.548,63.011,SP_775480_0630110,6.720
2.218,1810,-80.628,306.847,SP_806280_3068470,7.440
1.181,1839,-80.134,302.936,SP_801340_3029360,11.040
7.531,1840,-74.990,69.239,SP_749900_0692390,13.440
12.010,1836,-75.747,292.134,SP_757470_2921340,16.080
3.946,1838,-75.981,67.671,SP_759810_0676710,9.360
8.050,1832,-78.640,298.491,SP_786400_2984910,16.800
5.688,1833,-75.372,68.400,SP_753720_0684000,12.000
5.083,1824,-75.016,68.555,SP_750160_0685550,10.800
6.264,1827,-76.135,293.032,SP_761350_2930320,12.720
6.379,1928,-78.743,66.464,SP_787430_0664640,16.080
1.008,1931,-81.143,59.868,SP_811430_0598680,4.800
23.846,1925,-76.396,70.365,SP_763960_0703650,25.440
1.008,1926,-78.554,293.261,SP_785540_2932610,6.000
1.368,1919,-78.272,292.936,SP_782720_2929360,5.760
2.664,1921,-77.402,68.734,SP_774020_0687340,7.680
7.805,1913,-77.806,67.533,SP_778060_0675330,13.680
1.066,1914,-78.058,292.754,SP_780580_2927540,5.280
6.538,1949,-75.107,73.358,SP_751070_0733580,14.880
1.368,1951,-76.757,288.709,SP_767570_2887090,6.000
25.171,1944,-76.528,288.852,SP_765280_2888520,25.200
16.214,1947,-79.181,293.421,SP_791810_2934210,18.480
30.442,1936,-79.137,66.039,SP_791370_0660390,40.800
2.088,1939,-78.148,68.365,SP_781480_0683650,11.520
2.232,1933,-79.320,65.771,SP_793200_0657710,6.960
36.130,1935,-78.187,292.210,SP_781870_2922100,30.720
1.224,1893,-76.490,68.892,SP_764900_0688920,5.520
10.397,1894,-76.507,291.233,SP_765070_2912330,19.440
2.750,1890,-79.592,298.233,SP_795920_2982330,7.680
3.326,1892,-75.296,70.543,SP_752960_0705430,8.880
17.640,1887,-79.440,61.892,SP_794400_0618920,20.400
1.282,1888,-79.696,298.624,SP_796960_2986240,5.520
2.131,1883,-76.330,291.412,SP_763300_2914120,6.720
4.853,1885,-75.960,69.240,SP_759600_0692400,10.800
10.368,1909,-78.291,293.780,SP_782910_2937800,16.320
3.542,1912,-75.719,288.974,SP_757190_2889740,8.640
8.136,1905,-79.643,62.821,SP_796430_0628210,17.040
10.973,1907,-79.164,64.142,SP_791640_0641420,15.840
4.622,1899,-75.146,71.217,SP_751460_0712170,12.000
3.830,1903,-79.181,295.999,SP_791810_2959990,10.080
1.238,1896,-78.069,65.980,SP_780690_0659800,11.280
5.026,1897,-79.690,61.955,SP_796900_0619550,10.560
13.378,1467,-81.232,353.450,SP_812320_3534500,20.160
1.210,1468,-80.964,343.282,SP_809640_3432820,6.000
1.181,1465,-73.215,300.951,SP_732150_3009510,5.040
2.117,1466,-79.119,322.862,SP_791190_3228620,7.920
1.541,1463,-80.484,23.526,SP_804840_0235260,6.720
6.091,1464,-80.933,344.712,SP_809330_3447120,16.080
2.534,1461,-81.239,4.549,SP_812390_0045490,7.680
1.469,1462,-80.219,333.068,SP_802190_3330680,5.520
1.426,1476,-80.586,24.235,SP_805860_0242350,6.960
1.138,1477,-80.242,28.852,SP_802420_0288520,5.280
112.954,1474,-78.479,319.758,SP_784790_3197580,53.520
1.570,1475,-73.082,300.361,SP_730820_3003610,6.480
2.002,1471,-79.907,328.852,SP_799070_3288520,8.400
40.781,1473,-75.522,306.904,SP_755220_3069040,46.320
130.579,1469,-81.136,357.007,SP_811360_3570070,84.720
4.090,1470,-78.212,317.280,SP_782120_3172800,15.120
79.920,1451,-80.624,17.281,SP_806240_0172810,46.080
1.166,1452,-79.157,324.325,SP_791570_3243250,4.800
1.339,1449,-80.996,10.722,SP_809960_0107220,5.520
56.117,1450,-80.898,349.629,SP_808980_3496290,35.520
9.648,1447,-81.010,351.185,SP_810100_3511850,15.600
48.672,1448,-75.072,53.027,SP_750720_0530270,36.720
9.547,1445,-80.051,25.418,SP_800510_0254180,27.840
2.232,1446,-81.042,352.964,SP_810420_3529640,8.640
2.074,1459,-77.876,43.757,SP_778760_0437570,7.440
2.030,1460,-81.216,3.236,SP_812160_0032360,12.000
9.475,1457,-77.776,44.052,SP_777760_0440520,15.360
4.018,1458,-72.792,300.481,SP_727920_3004810,9.360
1.570,1455,-77.611,315.041,SP_776110_3150410,6.000
1.598,1456,-81.087,10.089,SP_810870_0100890,6.000
1.267,1453,-80.098,332.587,SP_800980_3325870,5.280
3.571,1454,-80.619,20.282,SP_806190_0202820,8.880
1.757,1507,-81.792,6.143,SP_817920_0061430,6.240
1.296,1508,-81.749,351.490,SP_817490_3514900,9.360
1.051,1505,-81.402,18.026,SP_814020_0180260,4.560
51.365,1506,-77.887,312.921,SP_778870_3129210,39.360
1.123,1503,-78.849,317.177,SP_788490_3171770,5.760
2.160,1504,-81.679,9.253,SP_816790_0092530,8.160
3.960,1501,-78.923,317.824,SP_789230_3178240,9.600
2.290,1502,-81.777,3.439,SP_817770_0034390,8.400
10.339,1517,-78.143,313.235,SP_781430_3132350,23.760
5.299,1518,-81.496,18.329,SP_814960_0183290,10.800
1.310,1515,-81.720,11.860,SP_817200_0118600,5.280
3.658,1516,-74.729,58.135,SP_747290_0581350,9.360
1.109,1513,-80.611,30.289,SP_806110_0302890,5.280
2.203,1514,-80.004,35.782,SP_800040_0357820,7.920
5.933,1511,-80.564,329.677,SP_805640_3296770,10.800
1.152,1512,-81.770,350.512,SP_817700_3505120,5.040
1.325,1488,-73.521,300.421,SP_735210_3004210,5.280
115.099,1489,-81.405,2.120,SP_814050_0021200,66.960
124.157,1485,-79.954,31.122,SP_799540_0311220,56.400
4.853,1486,-78.459,316.773,SP_784590_3167730,12.240
8.770,1480,-77.574,313.188,SP_775740_3131880,18.000
3.038,1481,-80.113,329.015,SP_801130_3290150,7.680
1.123,1478,-79.932,327.891,SP_799320_3278910,5.520
5.011,1479,-77.479,312.523,SP_774790_3125230,11.520
2.275,1498,-81.415,344.231,SP_814150_3442310,8.400
2.534,1500,-78.368,314.904,SP_783680_3149040,9.360
56.794,1496,-75.943,306.692,SP_759430_3066920,37.200
1.022,1497,-78.700,317.108,SP_787000_3171080,4.560
2.808,1494,-78.900,318.429,SP_789000_3184290,7.920
1.613,1495,-81.662,5.310,SP_816620_0053100,6.720
6.077,1491,-75.278,304.522,SP_752780_3045220,12.240
1.382,1492,-75.702,305.555,SP_757020_3055550,5.520
2.275,1547,-73.132,297.603,SP_731320_2976030,8.640
1.253,1549,-81.013,330.280,SP_810130_3302800,5.520
2.995,1544,-80.867,30.495,SP_808670_0304950,8.640
1.685,1545,-82.124,3.824,SP_821240_0038240,6.240
1.656,1542,-81.108,332.336,SP_811080_3323360,6.480
2.664,1543,-82.079,6.491,SP_820790_0064910,7.440
2.707,1539,-79.132,43.504,SP_791320_0435040,7.440
5.011,1540,-76.701,53.745,SP_767010_0537450,10.560
4.478,1556,-81.906,15.828,SP_819060_0158280,13.200
1.570,1557,-82.107,348.735,SP_821070_3487350,5.760
1.080,1554,-79.686,41.214,SP_796860_0412140,6.480
4.680,1555,-73.509,297.929,SP_735090_2979290,10.320
2.160,1552,-79.958,320.751,SP_799580_3207510,6.960
1.714,1553,-73.959,298.915,SP_739590_2989150,7.440
1.354,1550,-80.256,36.947,SP_802560_0369470,6.480
5.386,1551,-80.204,323.070,SP_802040_3230700,16.080
27.331,1529,-81.862,349.946,SP_818620_3499460,31.920
1.224,1530,-81.398,337.900,SP_813980_3379000,5.280
2.549,1527,-81.024,26.844,SP_810240_0268440,7.920
1.598,1528,-80.993,27.512,SP_809930_0275120,6.480
5.126,1525,-74.906,301.902,SP_749060_3019020,10.800
1.958,1526,-80.537,32.464,SP_805370_0324640,7.920
1.310,1520,-79.036,317.374,SP_790360_3173740,9.840
1.728,1523,-80.589,328.429,SP_805890_3284290,6.000
1.526,1537,-81.031,331.614,SP_810310_3316140,5.520
9.605,1538,-78.291,312.385,SP_782910_3123850,15.360
1.613,1535,-81.439,22.150,SP_814390_0221500,6.240
7.459,1536,-73.837,299.241,SP_738370_2992410,13.440
1.526,1533,-80.232,324.203,SP_802320_3242030,6.480
1.642,1534,-79.330,317.884,SP_793300_3178840,6.480
2.246,1531,-80.858,29.276,SP_808580_0292760,8.160
14.861,1532,-81.773,12.789,SP_817730_0127890,23.760
7.445,1582,-81.207,30.836,SP_812070_0308360,17.520
1.354,1583,-81.691,334.653,SP_816910_3346530,5.280
2.102,1580,-73.400,296.919,SP_734000_2969190,6.960
2.203,1581,-78.611,311.614,SP_786110_3116140,8.640
4.363,1578,-80.805,325.591,SP_808050_3255910,10.320
5.357,1579,-77.309,53.506,SP_773090_0535060,11.280
1.037,1576,-81.165,329.218,SP_811650_3292180,5.040
3.024,1577,-74.038,298.224,SP_740380_2982240,11.280
2.290,1590,-76.645,55.984,SP_766450_0559840,8.400
3.931,1591,-79.906,42.122,SP_799060_0421220,9.360
1.685,1588,-77.380,53.677,SP_773800_0536770,7.200
1.742,1589,-76.192,302.642,SP_761920_3026420,7.680
1.397,1586,-80.451,38.231,SP_804510_0382310,7.440
1.512,1587,-82.235,14.992,SP_822350_0149920,7.680
5.717,1584,-76.405,303.534,SP_764050_3035340,16.080
33.451,1585,-80.292,38.553,SP_802920_0385530,36.000
1.109,1565,-82.118,347.103,SP_821180_3471030,6.000
2.016,1566,-79.268,315.630,SP_792680_3156300,6.960
1.843,1563,-81.469,25.524,SP_814690_0255240,6.480
2.923,1564,-78.572,312.158,SP_785720_3121580,9.840
6.235,1560,-80.434,35.856,SP_804340_0358560,16.560
2.059,1561,-76.604,54.971,SP_766040_0549710,9.840
1.714,1558,-80.274,322.795,SP_802740_3227950,7.200
2.448,1559,-78.932,314.198,SP_789320_3141980,7.200
21.442,1574,-80.393,37.363,SP_803930_0373630,35.040
5.227,1575,-76.986,54.269,SP_769860_0542690,11.520
1.080,1572,-80.505,36.664,SP_805050_0366640,6.480
3.744,1573,-82.330,7.017,SP_823300_0070170,9.600
